REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
2,ANTOFAGASTA,PEJESAPO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   
2,ANTOFAGASTA,PEJEZORRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,1, -   ,2, -   
2,ANTOFAGASTA,PELILLO,94, -   , -   , -   ,1, -   ,871,960,254, -   , -   , -   ,316,3243,1555
2,ANTOFAGASTA,PEPINO DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   
2,ANTOFAGASTA,PESCADO NO CLASIFICADO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   ,2,5
2,ANTOFAGASTA,PIURE,8,4, -   , -   ,5,7,11,7,5,6,2,6,28,13,3
2,ANTOFAGASTA,PULPO,391,301,217,166,428,394,352,300,885,642,742,824,225,483, -   
2,ANTOFAGASTA,PULPO DEL NORTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,559
2,ANTOFAGASTA,ROBALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,ANTOFAGASTA,RONCACHO, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,ANTOFAGASTA,SARDINA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
2,ANTOFAGASTA,SARDINA ESPAÑOLA,2829,3890,3462,5185,1113,257,141,98,83,67,37,39,188,36,50
2,ANTOFAGASTA,SARDINA REDONDA, -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,ANTOFAGASTA,SARGO, -   , -   , -   ,1, -   , -   , -   , -   ,1, -   , -   ,1, -   ,7,6
2,ANTOFAGASTA,SIERRA, -   ,1,2,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
2,ANTOFAGASTA,"TIBURON FUME, GRIS O GATA DE MAR", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
2,ANTOFAGASTA,TIBURON NARIGON GRIS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
2,ANTOFAGASTA,TIBURON O MARRAJO,35,123,16,9,14,8,12,7,15,24,22,21,48,12, -   
2,ANTOFAGASTA,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,47
2,ANTOFAGASTA,TIBURON SARDINERO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
2,ANTOFAGASTA,TOLLO, -   , -   , -   ,1,3, -   ,2,1,1,1, -   , -   ,1,2,3
2,ANTOFAGASTA,TOMOYO,1, -   , -   , -   ,2, -   ,1,1,4,4,1, -   ,7, -   , -   
2,ANTOFAGASTA,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   ,19
2,ANTOFAGASTA,VIEJA O MULATA, -   , -   , -   ,3, -   ,2, -   , -   , -   , -   , -   , -   ,3,3, -   
2,MEJILLONES,ALBACORA O PEZ ESPADA, -   , -   , -   , -   , -   , -   ,1,31, -   ,28,8,2,13,4, -   
2,MEJILLONES,ALBACORA O PEZ ESPADA / IVI HEHEU, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
2,MEJILLONES,ALMEJA,24,106,54,28,31,15,12,15,6,5,29,37,76,54,26
2,MEJILLONES,ANCHOVETA,9537,18887,24733,18903,16303,7289,10893,14962,13345,7556,5495,14298,17487,24018,23995
2,MEJILLONES,APAÑADO, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   ,6,2, -   ,2
2,MEJILLONES,AZULEJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
2,MEJILLONES,BACALADILLO O MOTE,704,189,6, -   ,912,36,4222,374,688, -   , -   ,1883,29, -   , -   
2,MEJILLONES,BACALAO DE PROFUNDIDAD,23,18,28,10,12,1, -   , -   ,16,11,8,10,7,8, -   
2,MEJILLONES,BONITO, -   ,1, -   , -   , -   , -   , -   , -   , -   ,2, -   ,4,8,6,6
2,MEJILLONES,BRECA O BILAGAY, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
2,MEJILLONES,CABALLA,102,709,1686,50,175,66,183,16,5, -   , -   , -   , -   , -   ,1926
2,MEJILLONES,CABINZA, -   ,1, -   , -   ,3,2, -   , -   , -   , -   , -   ,4,2,5,6
2,MEJILLONES,CABRILLA, -   , -   , -   , -   , -   ,1, -   ,1, -   , -   , -   ,14,34,9, -   
2,MEJILLONES,CABRILLA COMUN,1,7, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,11
2,MEJILLONES,CABRILLA ESPAÑOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
2,MEJILLONES,CARACOL LOCATE,131,231,15,12,4,33,5,2,168,182,99,136,107,16,7
2,MEJILLONES,CHASCON O HUIRO NEGRO,461,325,251,473,792,1826,2687,1542,611,1327,1430,1887,4180,3375,4928
2,MEJILLONES,CHICOREA DE MAR, -   , -   , -   ,36, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,CHOCHA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
2,MEJILLONES,CHOLGA,101,246,150,217,23,90,5, -   ,4,6,58,35,97,50,16
2,MEJILLONES,CHORITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,2,5, -   , -   
2,MEJILLONES,CHORO, -   , -   , -   , -   , -   , -   , -   ,1, -   ,5,18,29,28,43,22
2,MEJILLONES,COJINOBA DEL NORTE,5,1, -   , -   ,4,8,1,10,5,2,10,28,28,43, -   
2,MEJILLONES,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40
2,MEJILLONES,CONGRIO COLORADO,3,1, -   , -   , -   , -   , -   , -   , -   ,1, -   ,5,8,3,4
2,MEJILLONES,CONGRIO NEGRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   , -   
2,MEJILLONES,CORVINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   ,3,6
2,MEJILLONES,CULENGUE,3,19,31,33,29,2,23,57,1,6,8,5,6, -   ,8
2,MEJILLONES,DORADO,3,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,DORADO DE ALTURA, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   ,6, -   ,6, -   
2,MEJILLONES,ERIZO,126,84,74,131,238,37,43,21,4, -   , -   ,11,10,2, -   
2,MEJILLONES,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
2,MEJILLONES,HUIRO PALO,43,33,35,101,107, -   ,300,257,403,769,444,207,594,326,854
2,MEJILLONES,JAIBA, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,JAIBA PANCHOTE O CANGREJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   
2,MEJILLONES,JAIBA PELUDA O PACHONA,26,39, -   , -   ,1,9,3,2,1,8,51,39,34,39,27
2,MEJILLONES,JIBIA O CALAMAR ROJO,4, -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,JUREL,885,215,537,50,1115,1532,1360, -   ,15, -   ,11,2,2,2,1404
2,MEJILLONES,LAPA,18,17,16,11,13,17,56,3,5,42,22,51, -   , -   , -   
2,MEJILLONES,LAPA NEGRA, -   , -   , -   , -   , -   ,19, -   , -   , -   , -   , -   , -   ,47,4,50
2,MEJILLONES,LENGUADO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,1, -   , -   , -   
2,MEJILLONES,LISA, -   , -   , -   , -   , -   ,2, -   , -   ,1,2, -   ,1,6,6,6
2,MEJILLONES,LOCO, -   , -   , -   , -   , -   ,5,3,2, -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,MARLIN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,MEJILLONES,MARLIN RAYADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,MEJILLONES,MERLUZA COMUN, -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   ,1, -   
2,MEJILLONES,NAVAJUELA,5,3, -   , -   ,2,6, -   , -   , -   ,2,15,22,24,11,4
2,MEJILLONES,OSTION DEL NORTE, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,PEJEPERRO,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
2,MEJILLONES,PEJERREY DE MAR,7,9,7,76, -   , -   , -   ,1,1,2, -   ,15,13,18,19
2,MEJILLONES,PEJEZORRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
2,MEJILLONES,PELILLO,1114,942,255,175,585,1188,242,4, -   , -   , -   , -   ,218,214,187
2,MEJILLONES,PESCADO NO CLASIFICADO, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   ,2, -   ,1
2,MEJILLONES,PIURE, -   ,3, -   , -   , -   , -   , -   , -   , -   ,1,5,6,3,1,1
2,MEJILLONES,PULPO,86,231,101,185,194,215,296, -   ,26,257,115,308,75,73, -   
2,MEJILLONES,PULPO DEL NORTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,167
2,MEJILLONES,REINETA, -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,ROCOCO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
2,MEJILLONES,SARDINA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
2,MEJILLONES,SARDINA ESPAÑOLA,9707,10209,4713,794,577,130,22,6,3,1,2,1, -   , -   ,89
2,MEJILLONES,SARGO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1
2,MEJILLONES,TIBURON O MARRAJO, -   , -   ,3, -   , -   , -   , -   , -   , -   ,1,8,17,1,10, -   
2,MEJILLONES,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7
2,MEJILLONES,TOLLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10, -   , -   
2,MEJILLONES,TOMOYO, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,MEJILLONES,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14, -   ,14
2,MEJILLONES,VIEJA O MULATA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
2,TALTAL,ALBACORA O PEZ ESPADA, -   , -   , -   , -   , -   ,1, -   ,4,3,4,2,1,21,1, -   
2,TALTAL,ALBACORA O PEZ ESPADA / IVI HEHEU, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13
2,TALTAL,ALMEJA, -   , -   , -   , -   , -   , -   ,3, -   , -   ,1,1, -   , -   , -   , -   
2,TALTAL,ANCHOVETA, -   , -   , -   ,2,6,9,4,21,3,2, -   ,3,16,19, -   
2,TALTAL,ANGUILA,1,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,APAÑADO, -   , -   , -   , -   ,1,3,2, -   ,1,2,5,6,5,10,9
2,TALTAL,AZULEJO,1, -   ,2, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,3,5
2,TALTAL,BACALAO DE PROFUNDIDAD,15,22, -   ,6,3, -   , -   , -   , -   ,4, -   , -   , -   , -   , -   
2,TALTAL,BLANQUILLO, -   ,4, -   , -   ,2,1, -   , -   , -   ,3,6,10,16,17,8
2,TALTAL,BONITO,3, -   , -   , -   , -   , -   , -   ,1,1, -   , -   ,3,3, -   ,1
2,TALTAL,BRECA O BILAGAY, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,4,2,2
2,TALTAL,CABALLA,4,10,2,3, -   , -   ,1,5,1, -   ,1,2,9,54,2
2,TALTAL,CABINZA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1,9,2
2,TALTAL,CABRILLA, -   , -   , -   , -   ,9,13,16,12,3,13,15,25,19,25, -   
2,TALTAL,CABRILLA COMUN,2,6, -   , -   , -   ,4, -   , -   , -   , -   , -   , -   ,7,10,25
2,TALTAL,CABRILLA ESPAÑOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
2,TALTAL,CARACOL LOCATE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,2, -   , -   
2,TALTAL,CARACOL TEGULA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10
2,TALTAL,CHASCON O HUIRO NEGRO,6731,6502,15288,14070,28663,23121,21071,21539,23795,18250,13413,20580,42740,21749,60339
2,TALTAL,CHASQUE O CHALACO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
2,TALTAL,CHITON O APRETADOR,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,CHOCHA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,TALTAL,CHOLGA,1,1,2,1, -   , -   ,5, -   , -   , -   ,1, -   ,10,15,7
2,TALTAL,COJINOBA DEL NORTE,13,10,8,4,28,31,34,22,20,18,29,31,29,38, -   
2,TALTAL,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,35
2,TALTAL,COJINOBA DEL SUR, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,CONGRIO COLORADO,17,20,12,13,12,22,18,9,5,14,27,46,59,86,87
2,TALTAL,CONGRIO NEGRO,1,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   
2,TALTAL,CORVINA, -   , -   , -   , -   ,3,1,5,2,1, -   ,4, -   , -   , -   , -   
2,TALTAL,CULENGUE, -   , -   , -   , -   , -   , -   ,17,35, -   , -   , -   , -   , -   , -   , -   
2,TALTAL,DORADO,23,18,30,11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,DORADO DE ALTURA, -   , -   , -   , -   ,45,15,17,26,15,11,19,29, -   ,11, -   
2,TALTAL,ERIZO,48,140,898,1787,817,626,167,397,106,24,43,24,89,2,122
2,TALTAL,HUIRO,80,118,30,19,1, -   ,56,279,204,924,116,15,1189,92, -   
2,TALTAL,HUIRO PALO,247,461,430,2020,1632,301,182,111,166,860,1346,396,918,873,547
2,TALTAL,JAIBA PELUDA O PACHONA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,1,1, -   , -   
2,TALTAL,JIBIA O CALAMAR ROJO, -   ,1, -   , -   ,6,1, -   , -   , -   , -   ,11,4, -   , -   , -   
2,TALTAL,JUREL, -   , -   , -   , -   ,7,44,18,24,17,22,21,19,29,38,10
2,TALTAL,LANGOSTINO COLORADO, -   , -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,LAPA,528,386,333,166,196,159,238,340,160,348,95,224, -   , -   , -   
2,TALTAL,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,18,13,210,126,118
2,TALTAL,LAPA PICTA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
2,TALTAL,LAPA REINA, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
2,TALTAL,LAPA ROSADA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   
2,TALTAL,LENGUADO, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,2, -   , -   ,1
2,TALTAL,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   
2,TALTAL,LOCO, -   , -   , -   , -   , -   , -   ,43,17,61,80,51,14,27,134,29
2,TALTAL,MARLIN RAYADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
2,TALTAL,MERLUZA COMUN, -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,PEJEPERRO,3,2, -   , -   , -   ,7,1, -   , -   , -   ,4, -   , -   , -   , -   
2,TALTAL,PEJERREY DE MAR, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   ,2, -   , -   
2,TALTAL,PESCADO NO CLASIFICADO, -   , -   , -   , -   , -   , -   , -   ,1,1, -   , -   ,1, -   , -   , -   
2,TALTAL,PIURE, -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   ,2, -   , -   
2,TALTAL,PULPO,154,165,119,72,94,216,451,79,73,254,116,67,109,130, -   
2,TALTAL,PULPO DEL NORTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,197
2,TALTAL,ROLLIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,6,9,14,9,7
2,TALTAL,SARDINA COMUN, -   , -   , -   , -   ,4, -   ,2, -   ,1, -   , -   , -   , -   ,1, -   
2,TALTAL,SARDINA ESPAÑOLA,10,93,93,250,22,16,1,4,1, -   ,2,6,28,26, -   
2,TALTAL,SARGO,3, -   , -   , -   ,2, -   , -   , -   ,1, -   , -   , -   , -   , -   ,1
2,TALTAL,SIERRA, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TALTAL,TIBURON O MARRAJO,14,51,17,4,2,1,2,1, -   ,10,4,22,21,7, -   
2,TALTAL,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
2,TALTAL,TOLLO, -   , -   ,1, -   , -   , -   , -   ,1, -   , -   ,1, -   , -   , -   , -   
2,TALTAL,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,17, -   ,12
2,TALTAL,VIEJA O MULATA, -   ,1, -   , -   , -   ,7, -   , -   , -   , -   ,1, -   , -   , -   , -   
2,TOCOPILLA,AGUJILLA, -   , -   , -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,ALBACORA O PEZ ESPADA, -   , -   , -   , -   ,3,9,1,14,37,37,17,32,11,12, -   
2,TOCOPILLA,ALBACORA O PEZ ESPADA / IVI HEHEU, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
2,TOCOPILLA,ALMEJA,1,9,55,105,23,19,12,9,4,15,28,16,30,34,32
2,TOCOPILLA,ANCHOVETA, -   ,1352,4813,4724,27003,9986,7887,11874,10974,8197,7540,6178,2938,1, -   
2,TOCOPILLA,APAÑADO, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,AZULEJO, -   , -   , -   ,3,16,5,9,10,11,9,7,3,2,6,7
2,TOCOPILLA,BACALADILLO O MOTE, -   , -   , -   , -   , -   ,13,2544,53, -   , -   ,152,3965, -   , -   , -   
2,TOCOPILLA,BACALAO DE PROFUNDIDAD,25,15,1, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
2,TOCOPILLA,BONITO, -   , -   , -   , -   , -   ,1, -   , -   ,3,2,2, -   ,7,3,8
2,TOCOPILLA,CABALLA,10, -   ,24,13,15,222,13,9,11,6,3,1, -   , -   ,2
2,TOCOPILLA,CABRILLA, -   , -   , -   , -   ,10,8,16,8,19,11,40,24,10,27, -   
2,TOCOPILLA,CABRILLA COMUN,4,7, -   ,1,24,8, -   ,1,1,8,1,2, -   , -   ,12
2,TOCOPILLA,CABRILLA ESPAÑOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
2,TOCOPILLA,CARACOL LOCATE,292,336,285,205,109,518,126,270,2, -   ,17,147,32,3,25
2,TOCOPILLA,CARACOL PALO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
2,TOCOPILLA,CENTOLLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   , -   
2,TOCOPILLA,CHASCA, -   , -   ,20,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,CHASCON O HUIRO NEGRO,2457,2532,2217,2077,5957,8928,5755,5269,7669,5822,5890,11276,17963,11754,13066
2,TOCOPILLA,CHOCHA, -   , -   , -   , -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,CHOLGA,9,45,65,69,97,85,244,38,9,69,70,25,64,99,30
2,TOCOPILLA,CHORO, -   , -   ,11,1,3,12,38,7,31,21,55,2,12,20,8
2,TOCOPILLA,COJINOBA DEL NORTE,4,3,2,3,11,27,13,7,15,18,36,24,27,27, -   
2,TOCOPILLA,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,19
2,TOCOPILLA,CONGRIO COLORADO, -   ,4,1, -   ,1,2, -   , -   , -   , -   ,2, -   , -   ,6, -   
2,TOCOPILLA,CONGRIO NEGRO,3,5, -   ,2,8,4, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,CORVINA, -   , -   , -   ,1,1,4, -   , -   ,1, -   , -   ,5,1,4,1
2,TOCOPILLA,CULENGUE, -   , -   ,229,103,52,4,59,22, -   ,5, -   ,2,11,5,7
2,TOCOPILLA,DORADO,1,12,9,11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,DORADO DE ALTURA, -   , -   , -   , -   ,17,15,6,6,14,12,31,14, -   ,21, -   
2,TOCOPILLA,ERIZO,1191,1610,920,2026,2075,609,395,467,117,73,77,67,93,165,67
2,TOCOPILLA,HUIRO,25,1531,1970,1501,2069,937,664,1294,1231,735,622,2157,1271,2071,2211
2,TOCOPILLA,HUIRO PALO,1910,1798,4343,7333,12999,916,2056,2666,4707,7026,4630,2931,4277,1874,3600
2,TOCOPILLA,JAIBA PATUDA, -   , -   , -   , -   , -   ,10,35,4,15,2,13,5, -   ,1,3
2,TOCOPILLA,JAIBA PELUDA O PACHONA, -   ,1, -   , -   ,9,12, -   ,19, -   ,10,5,2, -   ,3,1
2,TOCOPILLA,JIBIA O CALAMAR ROJO, -   , -   , -   ,1,23,29, -   , -   , -   ,1,1, -   , -   , -   , -   
2,TOCOPILLA,JUREL,54,68,9,8,3,884,20,20,12,15,20,14,6,13,1
2,TOCOPILLA,LANGOSTINO ENANO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   
2,TOCOPILLA,LAPA,67,98,311,424,882,377,187,126,89,455,405,540, -   , -   , -   
2,TOCOPILLA,LAPA NEGRA, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   ,127,34,534,167,191
2,TOCOPILLA,LAPA ROSADA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,TOCOPILLA,LENGUADO, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,LOCO, -   ,3, -   ,98,53,11,86,3,8, -   , -   ,2, -   ,3,3
2,TOCOPILLA,LUCHE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
2,TOCOPILLA,LUGA-ROJA, -   , -   , -   , -   , -   ,32, -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,MACHUELO O TRITRE, -   , -   , -   , -   , -   , -   ,4, -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,MARLIN, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
2,TOCOPILLA,PALOMETA, -   , -   , -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,PEJEPERRO,1,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
2,TOCOPILLA,PEJERREY DE MAR, -   ,3, -   ,6,2, -   , -   , -   , -   , -   ,1, -   ,2,10,1
2,TOCOPILLA,PEJESAPO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
2,TOCOPILLA,PELILLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
2,TOCOPILLA,PESCADO NO CLASIFICADO, -   , -   , -   , -   , -   , -   ,1,4, -   , -   ,12,4, -   , -   , -   
2,TOCOPILLA,PIURE, -   ,4, -   ,2,12,2,3,2,11,21,21, -   , -   ,8,2
2,TOCOPILLA,PULPO,357,512,245,472,476,513,708,4,8,51,184,659,361,463, -   
2,TOCOPILLA,PULPO DEL NORTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,564
2,TOCOPILLA,SARDINA COMUN, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,SARDINA ESPAÑOLA,393,808,2555,87,105,165,54,138,130, -   ,10, -   , -   , -   , -   
2,TOCOPILLA,TIBURON O MARRAJO,34,111,18,37,49,32,33,41,49,29,24,10,19,7, -   
2,TOCOPILLA,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
2,TOCOPILLA,TOLLO, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,TOMOYO, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2,TOCOPILLA,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   ,34
2,TOCOPILLA,VIEJA O MULATA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
3,CALDERA,AGUJILLA, -   , -   , -   , -   ,16, -   , -   , -   ,1, -   , -   , -   ,6, -   ,1
3,CALDERA,ALBACORA O PEZ ESPADA,78,117,49,78,96,66,29,55,1,30,36,105,335,175, -   
3,CALDERA,ALBACORA O PEZ ESPADA / IVI HEHEU, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,161
3,CALDERA,ALMEJA,13,3, -   , -   ,2,1, -   , -   , -   , -   ,1, -   , -   ,5,16
3,CALDERA,ANCHOVETA,6716,10688,10992,37231,43888,50448,32572,27578,23610,14302,26046,39223,19290,22856,12680
