REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
10,CASTRO,CHICOREA DE MAR,1492, -   ,882, -   ,338, -   ,136, -   , -   , -   , -   , -   , -   ,184, -   
10,CASTRO,CHOLGA,104,246,42,93,68,327,369,193,208,111,1133,67,824,3412,1250
10,CASTRO,CHORITO,162,858,213, -   , -   ,80, -   ,302,6,11,1,7,44,6,35
10,CASTRO,CHORO, -   , -   , -   , -   , -   , -   ,3, -   , -   ,12,16,23,42,24,20
10,CASTRO,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   , -   ,2,9,2,76,151,73, -   
10,CASTRO,CONGRIO COLORADO,15, -   , -   , -   , -   ,1, -   , -   ,4, -   ,3,3,1, -   ,2
10,CASTRO,CONGRIO DORADO,99,146,52,73,223,108,263,619,567,798,542,196,153,255,142
10,CASTRO,CONGRIO NEGRO, -   ,7, -   ,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,CORVINA,5, -   ,1, -   ,2,3, -   , -   , -   ,8,7, -   ,3, -   ,1
10,CASTRO,CULENGUE,652,437,175,449,773,321,689,259,85,219,201,159,121,116,153
10,CASTRO,ERIZO,3654,2382,2662,3706,2931,4207,1779,1522,2332,3091,3318,2996,3063,2351,3006
10,CASTRO,HUEPO O NAVAJA DE MAR,129,58,39,121,298,85, -   ,1,7,78,64,24,39,364,200
10,CASTRO,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,74,100,6791,10876,11810,6135
10,CASTRO,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,28,7,204, -   , -   , -   
10,CASTRO,JAIBA,7, -   , -   , -   ,5, -   , -   ,4, -   , -   ,31, -   , -   , -   , -   
10,CASTRO,JAIBA MARMOLA,164,601,154,848,305,338,857,621,754,1402,1778,1740,1493,966,1241
10,CASTRO,JAIBA MORA, -   ,1,2,8,4,2, -   ,4, -   ,13, -   , -   ,3,16, -   
10,CASTRO,JAIBA PANCHOTE O CANGREJO, -   , -   ,4,6,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,JAIBA PATUDA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,28,24,5, -   , -   , -   
10,CASTRO,JAIBA PELUDA O PACHONA, -   ,2,4,24,28,8, -   , -   , -   ,7, -   ,8, -   , -   , -   
10,CASTRO,JAIBA REINA, -   , -   , -   , -   , -   , -   ,3,3, -   , -   , -   , -   , -   , -   , -   
10,CASTRO,JULIANA O TAWERA,1,291,231,2457,2600,2892,6141,5789,3198,7439,9583,7494,7397,4893,5054
10,CASTRO,JUREL,3418,3170,2933,2507,1116,230,1,1, -   ,10,43,237,20, -   , -   
10,CASTRO,LAPA,1, -   ,4, -   ,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
10,CASTRO,LOCO,11, -   , -   ,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,LUCHE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
10,CASTRO,LUGA CUCHARA O CORTA, -   , -   ,30,12,18, -   ,162,30,14,93,23,62,25,363,941
10,CASTRO,LUGA NEGRA O CRESPA, -   , -   ,753,2460,397,56,3520,420,260,6174,9405,9704,13043,11932,12307
10,CASTRO,LUGA-LUGA,8250,4330,7, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,LUGA-ROJA, -   ,1153,367,1131,525,14021,4629,5021,5828,149,363,233,423,1333,306
10,CASTRO,MACHA,3,2, -   , -   , -   , -   , -   , -   , -   ,45,15,203,666,814,308
10,CASTRO,MACHUELO O TRITRE, -   , -   , -   , -   ,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,MERLUZA DEL SUR O AUSTRAL,817,644,872,548,1991,1144,1291,1104,1005,895,837,810,171,181,303
10,CASTRO,NAVAJUELA,453,159,3,56,288,61,442,2566,831,1814,1977,1077,832,809,608
10,CASTRO,OSTRA CHILENA,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,CASTRO,PEJEGALLO,24,253, -   ,7,25, -   , -   ,124,323,386,248,134,158,24,57
10,CASTRO,PEJERREY DE MAR,306,26,31,438,11, -   , -   ,3,5,24,2, -   ,8, -   ,4
10,CASTRO,PELILLO,6532,1672,2549,871,5147,6387,2602,4897,2164, -   ,1703,3172,3662,6278,4661
10,CASTRO,PICOROCO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1
10,CASTRO,PIURE,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   ,1
10,CASTRO,PULPO,25,6,6,84,34,4,83,203,185,271, -   , -   ,5, -   , -   
10,CASTRO,PULPO DEL SUR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,142,159,414,139,211
10,CASTRO,RAYA VOLANTIN,833,501,520,982,458,539,760,689,588,590,422,138,36,58, -   
10,CASTRO,REINETA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,101,122,342,256,1823
10,CASTRO,ROBALO, -   ,2,5,63,39,9, -   ,8,6,30,24,5,11, -   ,3
10,CASTRO,ROLLIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1, -   , -   , -   
10,CASTRO,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   ,249,80,37,171,46, -   , -   ,2,29
10,CASTRO,SARDINA COMUN,41,30,5,663,201,118,14,14,8,57,3,1, -   , -   ,136
10,CASTRO,SIERRA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,16,5, -   
10,CASTRO,TAQUILLA, -   , -   , -   ,11,5, -   ,130,223,28, -   ,121, -   ,7, -   , -   
10,CASTRO,TOLLO,9, -   , -   ,39,58,177,4,23,7, -   ,1, -   , -   , -   ,1
10,CASTRO,TOLLO DE CACHOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   ,2
10,CASTRO,TUMBAO,229,70,89,621,713,340,531,279,231,107,136,71,62,104,112
10,CASTRO,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
10,OSORNO,ALMEJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
10,OSORNO,BACALAO DE PROFUNDIDAD, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   
10,OSORNO,CENTOLLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9, -   , -   
10,OSORNO,CHASCON O HUIRO NEGRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,90,428
10,OSORNO,CHICOREA DE MAR,11, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,CHOLGA, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,2
10,OSORNO,CHORITO,2,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   , -   ,22,144,865,884,93,359,154
10,OSORNO,CONGRIO COLORADO,1,2, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   ,1,10, -   
10,OSORNO,CONGRIO DORADO,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,CONGRIO NEGRO,16,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,CORVINA, -   ,32, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
10,OSORNO,ERIZO,73,29,1,1,25,4,1,4, -   , -   , -   ,4,5,11,23
10,OSORNO,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,60,120
10,OSORNO,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
10,OSORNO,LAPA,88,3,12, -   , -   , -   , -   , -   , -   , -   ,9,2, -   , -   , -   
10,OSORNO,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1,2
10,OSORNO,LAPA PICTA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
10,OSORNO,LOCO,37, -   ,8,4, -   ,15,45,132,103,84,87,58,43,42,42
10,OSORNO,LUCHE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,3
10,OSORNO,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20,5,15,101
10,OSORNO,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   ,235,347,324,195
10,OSORNO,LUGA-ROJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,28,16,21,38
10,OSORNO,MERLUZA COMUN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
10,OSORNO,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13, -   , -   
10,OSORNO,PEJEGALLO,8,3, -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   , -   
10,OSORNO,PEJERREY DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,26,20
10,OSORNO,PIURE, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   ,1, -   
10,OSORNO,RAYA VOLANTIN,236,5,24,12,3,3, -   , -   ,27,3, -   ,37, -   ,36, -   
10,OSORNO,REINETA, -   ,110, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,OSORNO,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   
10,OSORNO,SIERRA, -   , -   , -   , -   , -   , -   , -   ,2,1, -   ,1,9,147,119,38
10,PALENA,ALMEJA,38,18,6,4,50, -   ,10, -   ,1, -   ,26,12,14,21,22
10,PALENA,ANCHOVETA, -   , -   ,17, -   ,52,12, -   ,5, -   ,22,95, -   , -   , -   , -   
10,PALENA,BACALAO DE PROFUNDIDAD, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,29, -   , -   
10,PALENA,CALAMAR, -   ,1,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,CARACOL PALO PALO, -   , -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,CENTOLLA, -   , -   , -   , -   , -   , -   ,2,3, -   , -   ,2,20,10, -   , -   
10,PALENA,CHICOREA DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   , -   
10,PALENA,CHOLGA,594,1670,730,71,224,6,2,2,214,1,561,231,390,250,523
10,PALENA,CHORITO,603,984,14,37,4,3,8, -   ,8, -   ,20,100,47,4,32
10,PALENA,CHORO, -   , -   ,9,8, -   , -   , -   , -   , -   , -   , -   , -   ,1,2,3
10,PALENA,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23, -   ,1,6
10,PALENA,CONGRIO COLORADO, -   , -   , -   , -   ,2, -   , -   , -   , -   ,2, -   , -   ,1,1,7
10,PALENA,CONGRIO DORADO,128,108,4,64,200,256,172,130,46,36,11,26,11,33,49
10,PALENA,CONGRIO NEGRO,19,80,19, -   ,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,CORVINA,1,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,CULENGUE,174,8,9, -   ,146, -   ,336,1, -   , -   ,22,21,62,96,22
10,PALENA,ERIZO,24,59,288,255,848,61,146,544,571,618,151,98,43,32,30
10,PALENA,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,32,7, -   
10,PALENA,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,152
10,PALENA,JAIBA MORA, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22, -   , -   
10,PALENA,JAIBA PELUDA O PACHONA, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,5,5, -   , -   
10,PALENA,JULIANA O TAWERA, -   , -   ,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,JUREL, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,4,10,3,1, -   
10,PALENA,LAPA,158,3,8,2,5, -   , -   , -   , -   , -   ,45,10, -   , -   , -   
10,PALENA,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   , -   
10,PALENA,LOCO, -   , -   ,1,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   , -   , -   , -   , -   ,1
10,PALENA,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,56,348,203,343
10,PALENA,LUGA-LUGA,97,18, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,LUGA-ROJA, -   , -   , -   , -   , -   , -   ,927,1494,67,5, -   ,1,10, -   , -   
10,PALENA,MACHA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,72,158,169
10,PALENA,MERLUZA COMUN, -   , -   , -   , -   , -   ,6, -   , -   ,2, -   , -   , -   , -   , -   , -   
10,PALENA,MERLUZA DE COLA, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PALENA,MERLUZA DEL SUR O AUSTRAL,1103,2039,1223,2007,2081,3312,3061,2661,2659,2354,1524,1413,1618,1898,1296
10,PALENA,NAVAJUELA,42,109,10,2,2, -   , -   , -   , -   ,2,19,42,208,97,68
10,PALENA,PEJEGALLO,43,40,12, -   , -   , -   , -   , -   , -   ,3,5, -   ,1, -   ,21
10,PALENA,PEJERREY DE MAR,4, -   , -   , -   , -   , -   , -   ,29,73,9, -   , -   , -   ,3,31
10,PALENA,PELILLO,164,3, -   , -   , -   , -   ,196, -   , -   , -   , -   ,105,164,253,80
10,PALENA,PIURE, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
10,PALENA,PULPO,1, -   , -   ,2, -   , -   , -   , -   , -   ,7, -   , -   , -   , -   , -   
10,PALENA,RAYA VOLANTIN,300,185,188,500,153,128,112,409,40,120,69,66,9,89, -   
10,PALENA,REINETA,1, -   , -   , -   , -   , -   , -   ,1, -   ,25, -   , -   , -   , -   , -   
10,PALENA,ROBALO, -   , -   ,28, -   ,14, -   , -   ,1, -   , -   , -   , -   , -   ,2,18
10,PALENA,ROLLIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,1
10,PALENA,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15,76
10,PALENA,SARDINA COMUN, -   , -   ,13, -   , -   , -   ,3,17, -   , -   ,30,18, -   , -   , -   
10,PALENA,SIERRA, -   ,2, -   , -   ,10, -   , -   , -   ,1, -   , -   , -   , -   , -   ,2
10,PALENA,TOLLO,12,45,2,18,77, -   , -   ,30,2, -   ,2, -   , -   , -   ,5
10,PALENA,TOLLO DE CACHOS, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,2, -   , -   , -   , -   
10,PALENA,TUMBAO,122,50,15,1,33, -   ,95, -   ,5,22,8,13,19,9,5
10,PUERTO MONTT,ALFONSINO, -   , -   , -   ,800, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,ALMEJA,956,1781,211,550,487,920,851,220,159,683,679,748,199,247,261
10,PUERTO MONTT,ANCHOVETA,40, -   ,141,769,1040,1060,936,1383,1868,1012,958,5,741,132, -   
10,PUERTO MONTT,BACALAO DE PROFUNDIDAD,277,206,319,513,477,453,379,383,314,298,351,538,577,287,168
10,PUERTO MONTT,CABALLA, -   , -   , -   , -   ,9,84,87,69,3,49,224, -   ,12,6, -   
10,PUERTO MONTT,CABRILLA, -   , -   , -   , -   , -   , -   , -   ,3,1, -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CALAMAR, -   , -   , -   ,30, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CANGREJO O PANCHOTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   
10,PUERTO MONTT,CARACOL PALO PALO,29,44,39,30, -   ,1,9,68,60,23,34,97,87,101,91
10,PUERTO MONTT,CARACOL PICUYO,10,9,7,1,9,10,15, -   ,2,18, -   ,1, -   , -   , -   
10,PUERTO MONTT,CARACOL RUBIO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
10,PUERTO MONTT,CARACOL TROPHON,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CARACOL TRUMULCO, -   , -   , -   , -   ,2, -   ,6, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CAZON, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CENTOLLA,57,51,27,77,26,19,35,30,53,16,147,357,231,88,271
10,PUERTO MONTT,CHASCA, -   , -   , -   , -   , -   , -   ,24, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CHASCON O HUIRO NEGRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,633, -   , -   , -   , -   
10,PUERTO MONTT,CHICOREA DE MAR,520, -   ,21, -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   , -   
10,PUERTO MONTT,CHOLGA,1051,1232,1403,1963,899,109,1783,2724,3222,318,639,493,190,224,725
10,PUERTO MONTT,CHORITO,553,1146,214,401,45,17,169,7501,84,160,270,109,103,92,271
10,PUERTO MONTT,CHORO,18,67,6,57,26, -   ,1, -   ,2, -   ,1,5, -   ,15,9
10,PUERTO MONTT,COCHAYUYO, -   , -   ,1, -   , -   , -   , -   , -   ,28,45,2,28,78,457,299
10,PUERTO MONTT,COJINOBA DEL SUR O AZUL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
10,PUERTO MONTT,CONGRIO COLORADO, -   , -   , -   ,12,79,1, -   ,2, -   ,11,7, -   ,3, -   ,1
10,PUERTO MONTT,CONGRIO DORADO,42,49,35,72,227,229,275,393,267,295,307,170,75,130,83
10,PUERTO MONTT,CONGRIO NEGRO,20,2, -   ,66, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,CORVINA,5, -   , -   ,4,2, -   ,1,1,7,8, -   , -   ,1, -   , -   
10,PUERTO MONTT,CULENGUE,872,378,403,708,1669,295,963,1090,590,388,567,558,576,412,472
10,PUERTO MONTT,ERIZO,89,302,1297,1503,588,128,130,433,1219,1406,999,1341,1306,1025,712
10,PUERTO MONTT,GAMBA, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,HUEPO O NAVAJA DE MAR, -   ,2, -   ,2, -   , -   ,4,2, -   ,6, -   ,2, -   , -   ,2
10,PUERTO MONTT,HUIRO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,54,2,1,73,70, -   
10,PUERTO MONTT,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,17,5, -   , -   , -   , -   
10,PUERTO MONTT,JAIBA,35,2,13,6,43,5, -   ,3, -   , -   ,18, -   , -   , -   , -   
10,PUERTO MONTT,JAIBA MARMOLA,72,87,765,103,254,39,602,513,373,22,72,179,42,37,25
10,PUERTO MONTT,JAIBA MORA,23,18,7,1,7,11,27, -   ,1, -   , -   ,4,8,3,5
10,PUERTO MONTT,JAIBA PANCHOTE O CANGREJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
10,PUERTO MONTT,JAIBA PELUDA O PACHONA,29,20,6,3,4,5,7,117,26,205,9,50,20,94,10
10,PUERTO MONTT,JAIBA REINA,19,8,5,6,2, -   ,6,1, -   , -   , -   ,3, -   ,2,3
10,PUERTO MONTT,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,61,8, -   , -   
10,PUERTO MONTT,JULIANA O TAWERA, -   , -   , -   ,55,310, -   ,127,4, -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,JUREL,2310,2774,2234,1935,2586,1946,310,470,53,78,492,207,223,195, -   
10,PUERTO MONTT,LAPA,20,1,12,35,115, -   , -   ,3, -   , -   ,12,36, -   , -   , -   
10,PUERTO MONTT,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,27,9, -   , -   
10,PUERTO MONTT,LAPA ROSADA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
10,PUERTO MONTT,LOCO,304, -   ,174,946,1363,1040,1100,968,1102,1084,980,610,541,504,775
10,PUERTO MONTT,LUCHE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
10,PUERTO MONTT,LUGA CUCHARA O CORTA, -   , -   ,121, -   ,130,18,28,3,62,27,47,30,64,198,232
10,PUERTO MONTT,LUGA NEGRA O CRESPA, -   , -   ,579,20,527,101,1251,389,2055,1370,1884,2211,2328,2910,3619
10,PUERTO MONTT,LUGA-LUGA, -   ,867,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,LUGA-ROJA, -   , -   , -   , -   , -   ,164,422,460,974,128, -   ,39,304,593,140
10,PUERTO MONTT,MACHA,9,3, -   ,288, -   ,11,18,552,915,1263,378,38, -   , -   ,4
10,PUERTO MONTT,MERLUZA COMUN, -   , -   , -   ,1,8, -   ,2, -   , -   , -   , -   , -   ,1,1, -   
10,PUERTO MONTT,MERLUZA DEL SUR O AUSTRAL,2469,2791,1464,608,605,1835,1786,2138,1872,2054,1488,960,818,883,857
10,PUERTO MONTT,NAVAJUELA,171,78,124,115,33,27,166,46, -   ,18,82,103,60,48,31
10,PUERTO MONTT,OSTRA CHILENA, -   ,2, -   , -   , -   , -   , -   , -   , -   ,6,1, -   , -   , -   , -   
10,PUERTO MONTT,PAMPANITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
10,PUERTO MONTT,PEJEGALLO,12,4,5,17, -   ,3, -   ,36,71,26,16,7,7, -   , -   
10,PUERTO MONTT,PEJERREY CHILENO O CAUQUE, -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,PUERTO MONTT,PEJERREY DE MAR,566,417,226,662,162,108,144,314,466,451,19, -   ,64,47,213
10,PUERTO MONTT,PELILLO,51143,35984,24917,23077,45456,33752,16997,28896,34268, -   ,21101,14592,5930,14076,10853
10,PUERTO MONTT,PEPINO DE MAR,52,10, -   ,1,44,1, -   ,18,49,27, -   ,69,23,1,43
10,PUERTO MONTT,PICOROCO,516,553,167,176,147,150,98,63,14,45,2,7, -   , -   ,27
10,PUERTO MONTT,PIURE,739,420,838,827,566,719,945,720,219,35,170,75,288,218,919
10,PUERTO MONTT,PULPO,2, -   ,30,71,62, -   , -   ,48, -   ,1, -   , -   , -   , -   , -   
10,PUERTO MONTT,PULPO DEL SUR, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1,4,7,8,24
10,PUERTO MONTT,RAYA VOLANTIN,359,501,438,941,809,1060,780,588,398,687,733,493,79,143,3
10,PUERTO MONTT,REINETA, -   ,47,1,10,19, -   ,14,99,2359,4421,2366,3470,371,1236,4304
10,PUERTO MONTT,ROBALO,65,31,178,20,126,16,2,11,4,1,1, -   ,1, -   ,3
10,PUERTO MONTT,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   ,8855,11425,6950,6159,3324,7,15,488,354
10,PUERTO MONTT,SARDINA COMUN,12132,345,751,8179,2797,2854,637,1271,2112,2996,3968,192, -   ,102,15
10,PUERTO MONTT,SARDINA ESPAÑOLA, -   ,227, -   , -   ,2, -   , -   , -   , -   ,5, -   , -   , -   , -   , -   
10,PUERTO MONTT,SARGO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
10,PUERTO MONTT,SIERRA, -   , -   , -   , -   ,1, -   ,7,1,1,1,1,6,14,28,24
10,PUERTO MONTT,TAQUILLA,154,276,777,2207,759,132,722,60,46,13, -   , -   , -   , -   , -   
10,PUERTO MONTT,TOLLO,2,42,4,25, -   ,10,12,11, -   , -   ,5,3, -   , -   ,2
10,PUERTO MONTT,TOLLO DE CACHOS, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,1, -   , -   , -   , -   
10,PUERTO MONTT,TUMBAO,552,189,73,59,61,970,136,209,125,131,112,36,11,58,56
10,PUERTO MONTT,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
10,QUELLON,ALMEJA,9335,13056,324,351,3470,1022,2474,5828,14190,10004,16914,16662,8277,4275,5221
10,QUELLON,ANCHOVETA, -   , -   ,1,3, -   ,2, -   , -   , -   ,4,2, -   , -   , -   , -   
10,QUELLON,BACALAO DE J.FERNANDEZ, -   , -   , -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,BACALAO DE PROFUNDIDAD,2134,693,1025,906,622,534,424,439,317,249,270,357,462,253,181
10,QUELLON,CALAMAR,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,CARACOL PALO PALO,20,60, -   ,85, -   , -   ,49, -   ,76,56,114,46,161,71,78
10,QUELLON,CARACOL PICUYO,7,20,3,4,4,19,7,11,3, -   , -   , -   , -   , -   , -   
10,QUELLON,CARACOL RUBIO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6, -   , -   , -   , -   
10,QUELLON,CARACOL TRUMULCO, -   , -   , -   , -   , -   , -   ,12,10,4, -   ,2,2,2,3,2
10,QUELLON,CENTOLLA, -   , -   ,15,11,38,9,42,15,42,24,104,108,84,61,42
10,QUELLON,CHASCA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
10,QUELLON,CHICOREA DE MAR,9181,32,66, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,CHOLGA,15,363,9, -   ,60, -   ,3, -   ,12, -   ,1,9,1, -   ,12
10,QUELLON,CHORITO,151,734,40, -   ,2,3, -   , -   ,3, -   ,1,80,41,10,76
10,QUELLON,CHORO, -   , -   , -   , -   , -   , -   , -   , -   ,2,8,3,20,1, -   ,1
10,QUELLON,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   , -   ,22
10,QUELLON,CONGRIO COLORADO,77,24,56,1, -   , -   ,2, -   ,1,1, -   ,1, -   , -   , -   
